person,cause_short,date,dept_name,state
Senior Special Agent Shaun Edmond Curl,Gunfire,1997-12-12,United States Department of Justice - Drug Enforcement Administration, US
Police Officer Bruce Hanley,Duty related illness,1997-12-13,Waterbury Police Department, CT
"Sergeant Joseph Nathan Jones, Jr.",Vehicular assault,1997-12-13,Collier County Sheriff's Office, FL
Deputy Sheriff Michael J. Metroka,Vehicular assault,1997-12-15,Broward County Sheriff's Office, FL
Patrolman Mark Allen Swaney,Gunfire,1997-12-25,Davidson Police Department, NC
Correctional Officer Jackie Wayne Pierce,Automobile accident,1997-12-31,Arkansas Department of Correction, AR
First Sergeant Frankie Lee Lingard,Gunfire,1997-12-31,South Carolina Highway Patrol, SC
Patrol Officer John Kevin Lamm,Gunfire,1998-01-01,Fairbanks Police Department, AK
Police Officer II Steven Gerald Gajda,Gunfire,1998-01-01,Los Angeles Police Department, CA
Officer Douglas Edward Knutson,Struck by vehicle,1998-01-02,Arizona Department of Public Safety, AZ
Officer Michael Anthony Partin,Drowned,1998-01-04,Covington Police Department, KY
Sheriff Ralph Francis Baker,Drowned,1998-01-05,Madison County Sheriff's Office, AR
"Criminal Investigator Manuel Zurita, VII",Boating accident,1998-01-06,United States Department of the Treasury - Customs Service - Office of Investigations, US
Officer Scott Matthew Greenly,Vehicular assault,1998-01-07,California Highway Patrol, CA
Officer James John Rapozo,Gunfire,1998-01-09,Visalia Police Department, CA
Technical Sergeant Robert Bruce Butler,Gunfire,1998-01-10,United States Air Force Security Forces, US
Police Officer Edward K. Ahrens,Gunfire,1998-01-10,New York City Police Department, NY
Deputy Kyle Wayne Dinkheller,Gunfire,1998-01-12,Laurens County Sheriff's Office, GA
Police Officer John Paul Kalaman,Struck by vehicle,1998-01-12,Centerville Police Department, OH
Sergeant George Daniel Sullivan,Assault,1998-01-13,University of Nevada Reno Police Department, NV
Police Officer Thomas Richard Meyers,Vehicular assault,1998-01-14,Kansas City Police Department, MO
Detective Dorian David Rorex,Gunfire,1998-01-15,Gary Police Department, IN
Trooper II Jessica Jean Cheney,Struck by vehicle,1998-01-17,Virginia State Police, VA
Detective Sean Gerald Carrington,Gunfire,1998-01-19,New York City Police Department, NY
Officer Colleen Ann Waibel,Gunfire,1998-01-27,Portland Police Bureau, OR
Officer Sande Sanderson,Bomb,1998-01-29,Birmingham Police Department, AL
Special Agent John Gilberto Orellana,Automobile accident,1998-01-29,United States Department of Justice - Immigration and Naturalization Service - Investigations, US
Patrolman Don Williams,Gunfire,1998-01-29,Memphis Police Department, TN
Police Officer Vilho O. Ahola,Gunfire,1998-02-01,Petaluma Police Department, CA
"Officer William Herman Edwards, III",Motorcycle accident,1998-02-02,Henrico County Police Department, VA
Police Officer William Henry Burtt,Gunfire,1998-02-03,Norfolk Police Department, VA
Patrolman Bobby Ray Watson,Vehicular assault,1998-02-08,Sheridan Police Department, AR
"Sergeant Otis Vernon Love, Jr.",Vehicular assault,1998-02-08,Sheridan Police Department, AR
"Lance Corporal Jacob Ham, Jr.",Heart attack,1998-02-08,South Carolina Highway Patrol, SC
Police Officer Roberto Román-Torres,Gunfire,1998-02-13,Puerto Rico Police Department, PR
Deputy Rebecca Ann Shaw,Struck by train,1998-02-13,Harris County Sheriff's Office, TX
Deputy Marshal III Randy Arnaldo Stephens,Gunfire (Accidental),1998-02-16,Virgin Islands Office of the Superior Court Marshal, VI
Abatement Officer Edward Arnold Basham,Heart attack,1998-02-17,San Antonio Department of Code Compliance, TX
Officer Ricky Bill Stovall,Weather/Natural disaster,1998-02-24,California Highway Patrol, CA
Traffic Officer Britt Thomas Irvine,Weather/Natural disaster,1998-02-24,California Highway Patrol, CA
Police Officer Robert J. McLellan,Struck by vehicle,1998-02-25,Buffalo Police Department, NY
Detention Officer Casey Ryan Harmon,Gunfire,1998-03-02,Lee County Sheriff's Department, MS
Police Officer Christopher Todd Horner,Gunfire,1998-03-03,Haines City Police Department, FL
Parole Agent Russell Clarence Anderson,Automobile accident,1998-03-03,South Dakota Department of Corrections, SD
Special Agent Gary Paul Friedli,Automobile accident,1998-03-04,United States Department of the Treasury - Customs Service - Office of Investigations, US
Harbor Patrol Officer Paul D. Korber,Drowned,1998-03-15,Ventura Port District Harbor Patrol, CA
Constable John Carl Ziegler,Automobile accident,1998-03-19,Bald Knob Police Department, AR
"Police Officer II Russell Lee Peterson, Jr.",Weather/Natural disaster,1998-03-24,Las Vegas Metropolitan Police Department, NV
"Corporal Raymond Gerald Armstead, Jr.",Automobile accident,1998-03-25,Maryland State Police, MD
Patrol Officer Michael W. Marshall,Gunfire,1998-03-26,Omak Police Department, WA
Senior Trooper James Patrick Bartram,Automobile accident,1998-03-31,Indiana State Police, IN
"Chief of Police Harvey A. Gregg, Jr.",Heart attack,1998-04-04,Georgetown Police Department, DE
Deputy Sheriff Richard Allan Weinke,Automobile accident,1998-04-05,Sauk County Sheriff's Department, WI
Police Officer Michael Steven Delgado,Vehicular assault,1998-04-09,Tohono O'odham Nation Police Department, TR
Chief of Police James Leonard Speer,Gunfire,1998-04-10,Calipatria Police Department, CA
Patrolman Raymond Scott Harvick,Automobile accident,1998-04-14,Mart Police Department, TX
Investigator Brandon Heath Thacker,Gunfire,1998-04-16,Kentucky Department of Alcoholic Beverage Control, KY
First Sergeant Karl Eugene Kelley,Drowned,1998-04-17,Indiana Department of Natural Resources, IN
Deputy Kenneth Wade Holland,Motorcycle accident,1998-04-23,Benton County Sheriff's Office, AR
Patrolman David John Chetcuti,Gunfire,1998-04-25,Millbrae Police Department, CA
"Patrolman Allen William Gibson, Jr.",Gunfire,1998-04-25,Waverly Police Department, VA
"Sergeant Morris Cavaliere, Jr.",Motorcycle accident,1998-04-26,New Orleans Police Department, LA
Lieutenant James LaDow Davis,Drowned,1998-04-26,Ocean Shores Police Department, WA
Deputy Sheriff Michael John Alexander,Automobile accident,1998-05-03,Monroe County Sheriff's Office, FL
Detective James Franklin Northcutt,Gunfire,1998-05-06,Long Beach Police Department, MS
Sergeant Steven Dewain Morgan,Gunfire,1998-05-06,Long Beach Police Department, MS
Captain Charles Douglas Conley,Automobile accident,1998-05-09,Scioto County Sheriff's Office, OH
Sergeant Dennis Warren Finch,Gunfire,1998-05-13,Traverse City Police Department, MI
Deputy Sheriff Craig Lamont Brooks,Automobile accident,1998-05-15,King George County Sheriff's Office, VA
Sergeant Daniel David Edenfield,Heart attack,1998-05-16,Allen County Sheriff's Department, IN
Detective Ricky Joe Childers,Gunfire,1998-05-19,Tampa Police Department, FL
Detective Randy Scott Bell,Gunfire,1998-05-19,Tampa Police Department, FL
Trooper James Bradford-Jean Crooks,Gunfire,1998-05-19,Florida Highway Patrol, FL
Lieutenant Gary Hanna,Automobile accident,1998-05-21,Florence County Sheriff's Office, SC
"Sheriff's Sergeant Roosevelt Walker, Jr.",Heart attack,1998-05-22,Escambia County Sheriff's Office, FL
Sergeant Kent Dean Kincaid,Gunfire,1998-05-23,Houston Police Department, TX
Deputy Sheriff Edward Ronald Callahan,Drowned,1998-05-24,Douglas County Sheriff's Office, NV
"Sergeant Joseph I. Cordes, III",Heart attack,1998-05-25,Swampscott Police Department, MA
Police Officer Anthony F. Mosomillo,Gunfire,1998-05-26,New York City Police Department, NY
Deputy Sheriff Grady Terrill Braddock,Vehicular assault,1998-05-27,Orange County Sheriff's Office, FL
Sergeant Robert Michael Hankins,Automobile accident,1998-05-28,Lamb County Sheriff's Department, TX
Patrolman Dale Dewain Claxton,Gunfire,1998-05-29,Cortez Police Department, CO
Border Patrol Agent Alexander Sanderlieb Kirpnick,Gunfire,1998-06-03,United States Department of Justice - Immigration and Naturalization Service - United States Border Patrol, US
Police Officer I Sa Fuimaono,Drowned,1998-06-03,American Samoa Department of Public Safety, AS
Officer Christopher David Lydon,Automobile accident,1998-06-05,California Highway Patrol, CA
Police Officer Esther Todecheene,Automobile accident,1998-06-08,Navajo Division of Public Safety, TR
Sergeant Richard James Asten,Vehicular assault,1998-06-11,Kansas City Police Department, KS
Trooper Linda Carol Huff,Gunfire,1998-06-17,Idaho State Police, ID
Patrolman Tobin Craig Thomas,Gunfire,1998-06-18,Eagle Lake Police Department, TX
Park Ranger Joseph David Kolodski,Gunfire,1998-06-21,United States Department of the Interior - National Park Service, US
Officer Stephen Allen Bowman,Aircraft accident,1998-06-24,United States Department of Agriculture - Forest Service Law Enforcement and Investigations, US
Assistant Chief Bobby L. Froreich,Automobile accident,1998-06-25,Berwick Police Department, LA
Corrections Officer Joseph Ribeiro,Heart attack,1998-06-25,Massachusetts Department of Correction, MA
Patrolman First Class Gilbert Franklin Halma,Automobile accident,1998-06-26,Cheraw Police Department, SC
Patrolman Keith Ashley Turner,Gunfire,1998-06-27,Moody Police Department, AL
Corrections Officer William Calvin Johnson,Heart attack,1998-06-28,New Jersey Department of Law and Public Safety - Juvenile Justice Commission, NJ
Deputy Sheriff Gregory Allen Stubbs,Heart attack,1998-06-29,Shawnee County Sheriff's Office, KS
"Captain Johnnie Richard Wyssbrod, Jr.",Gunfire,1998-06-30,Helena Police Department, AR
Sergeant John Alfred Aguilar,Duty related illness,1998-06-30,Santa Ana Police Department, CA
Trooper Hung Nguyen Le,Automobile accident,1998-06-30,Louisiana State Police, LA
"Detective Robert James Clark, II",Gunfire,1998-07-01,Cleveland Police Department, OH
"Deputy James Henry Roberts, III",Struck by vehicle,1998-07-07,Russell County Sheriff's Department, AL
Border Patrol Agent Susan Lynn Rodriguez,Gunfire,1998-07-07,United States Department of Justice - Immigration and Naturalization Service - United States Border Patrol, US
Border Patrol Agent Ricardo Guillermo Salinas,Gunfire,1998-07-07,United States Department of Justice - Immigration and Naturalization Service - United States Border Patrol, US
Deputy Sheriff Eugene Andrew Gregory,Gunfire,1998-07-08,Seminole County Sheriff's Office, FL
Deputy Sheriff Michael Stanley Villiard,Automobile accident,1998-07-09,Sawyer County Sheriff's Office, WI
Police Officer Claire Nicole Carolyn Connelly,Vehicular assault,1998-07-12,Riverside Police Department, CA
Master Trooper David Anthony Deuter,Struck by vehicle,1998-07-16,Indiana State Police, IN
"Officer Thomas Franklin Hamlette, Jr.",Gunfire (Accidental),1998-07-18,Metropolitan Police Department, DC
Deputy Sheriff William Jerold Zak,Heart attack,1998-07-19,Bell County Sheriff's Office, TX
Trooper William J. Starling,Automobile accident,1998-07-20,North Carolina Highway Patrol, NC
Detective John Michael Gibson,Gunfire,1998-07-24,United States Capitol Police, US
Officer Jacob Joseph Chestnut,Gunfire,1998-07-24,United States Capitol Police, US
Deputy Tracey Dale Davidson,Automobile accident,1998-07-26,Juab County Sheriff's Department, UT
Police Officer Jorgen Holand,Assault,1998-07-28,Upper Chichester Township Police Department, PA
Police Officer Gerard Louis Carter,Gunfire,1998-07-31,New York City Police Department, NY
Corrections Officer Bill C. Himstedt,Automobile accident,1998-08-07,Texas Department of Criminal Justice, TX
"Police Officer II Filberto Henry Cuesta, Jr.",Gunfire,1998-08-09,Los Angeles Police Department, CA
Senior Deputy Lisa Dianne Whitney,Automobile accident,1998-08-12,Ventura County Sheriff's Office, CA
Chief of Police Richard Leon Duncan,Automobile accident,1998-08-13,Decatur Police Department, AR
"Correctional Officer James Stephen Hopkins, II",Vehicular assault,1998-08-20,St. Louis County Department of Justice Services, MO
Narcotics Agent Marc Lee Whatley,Automobile accident,1998-08-20,Mississippi Department of Public Safety - Bureau of Narcotics, MS
Police Officer Michael Anthony Ceriale,Gunfire,1998-08-21,Chicago Police Department, IL
Sergeant Billy Colón-Crespo,Gunfire,1998-08-24,Puerto Rico Police Department, PR
Sergeant Ramón Manuel Ramirez-Castro,Gunfire,1998-08-24,Puerto Rico Police Department, PR
Chief of Police Chloe Francis Stanton,Gunfire,1998-08-28,Bradshaw Police Department, WV
Deputy Sheriff William Jonathan Crawley,Gunfire,1998-08-31,Chesterfield County Sheriff's Department, SC
Corporal Johnny Mack Scarberough,Automobile accident,1998-09-02,Arkansas State Police, AR
Police Officer Kevin John Fischer,Struck by vehicle,1998-09-04,Daytona Beach Police Department, FL
Deputy Sheriff Allen Lawrence Heirtzler,Automobile accident,1998-09-04,East Feliciana Parish Sheriff's Department, LA
"Captain Jack Lee Spencer, Sr.",Automobile accident,1998-09-05,United States Department of the Interior - Bureau of Indian Affairs - Division of Law Enforcement, US
Deputy Sheriff John Mark Schmitt,Automobile accident,1998-09-07,Washington County Sheriff's Department, WI
Police Officer I Ricardo J. Torres,Automobile accident,1998-09-13,DeKalb County Police Department, GA
Sergeant David C. Churchill,Heart attack,1998-09-16,Alaska State Troopers - Fish and Wildlife Protection, AK
Agent Waleska Baez-Lugo,Vehicle pursuit,1998-09-18,Puerto Rico Police Department, PR
Aviation Supervisor Pedro Jose Rodriguez-Franco,Aircraft accident,1998-09-18,United States Department of the Treasury - Customs Service, US
Police Officer Ronnie Ray Lerma,Struck by vehicle,1998-09-21,Garland Police Department, TX
"Deputy Sheriff Kenneth Lee Wimberly, Sr.",Gunfire,1998-09-22,Gwinnett County Sheriff's Office, GA
Patrolman Dale Robin TenHaken,Gunfire,1998-09-23,Manitowoc Police Department, WI
Detention Officer Bobby Eugene Pace,Heart attack,1998-09-24,Dallas County Sheriff's Department, TX
Agent Pablo Alvarez-Carrión,Automobile accident,1998-09-25,Puerto Rico Police Department, PR
Captain Anthony Stancil,Gunfire,1998-09-29,Mecklenburg County Sheriff's Office, NC
"Deputy Constable Micheal Ray Eakin, III",Gunfire,1998-09-29,Harris County Constable's Office - Precinct 1, TX
Police Officer Rueben Isaac Jones,Motorcycle accident,1998-10-05,Miami-Dade Police Department, FL
Police Officer Michael Harley Boynton,Automobile accident,1998-10-09,Jacksonville Sheriff's Office, FL
Patrolman Chris S. Logsdon,Automobile accident,1998-10-13,Wyoming Highway Patrol, WY
Patrolwoman Regina Woodward Nickles,Gunfire,1998-10-14,Harrodsburg Police Department, KY
"Police Officer Thomas Francis ""Mongo"" McMahon",Gunfire,1998-10-14,Richmond Police Department, VA
"Security Policeman David R. Schroeder, Jr.",Automobile accident,1998-10-14,United States Air Force Security Forces, US
"Security Policeman Charles V. Campbell, Jr.",Automobile accident,1998-10-14,United States Air Force Security Forces, US
Reserve Deputy Gary Lee Cook,Struck by vehicle,1998-10-17,Rogers County Sheriff's Office, OK
Border Patrol Agent Thomas J. Williams,Automobile accident,1998-10-20,United States Department of Justice - Immigration and Naturalization Service - United States Border Patrol, US
Border Patrol Agent Jesus A. de la Ossa,Automobile accident,1998-10-20,United States Department of Justice - Immigration and Naturalization Service - United States Border Patrol, US
Pilot Walter Scott Panchison,Aircraft accident,1998-10-23,United States Department of Justice - Immigration and Naturalization Service - United States Border Patrol, US
Deputy Sheriff Sean Milton Theriot,Drowned,1998-10-25,Terrebonne Parish Sheriff's Office, LA
Lead Correctional Officer David Michael Anthony,Accidental,1998-10-27,North Carolina Department of Public Safety - Division of Prisons, NC
Police Officer Harold Jerome Carey,Automobile accident,1998-10-30,Baltimore City Police Department, MD
Flight Officer Barry Winston Wood,Aircraft accident,1998-11-04,Baltimore City Police Department, MD
Deputy Sheriff Carroll Edward Halligan,Heart attack,1998-11-09,Muscatine County Sheriff's Department, IA
Police Officer Robert Joseph Montgomery,Automobile accident,1998-11-10,Orlando Police Department, FL
Officer Bradley Thomas Arn,Gunfire,1998-11-10,St. Joseph Police Department, MO
Constable Doris Lorene Trojanowski,Automobile accident,1998-11-12,Pennsylvania State Constable - Clearfield County, PA
Patrol Officer Peter Arthur Larsen,Gunfire,1998-11-15,Beloit Police Department, WI
"Conservation Officer James V. Spignesi, Jr.",Gunfire,1998-11-20,Connecticut Department of Environmental Protection, CT
